topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name,keywords,summary,wikipedia_url
11320,Atmospheric Ozone and Climate,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,Stratospheric Water Vapor; Ozone Depletion; Tropopause Layer; Climate Impact; Brewer-Dobson Circulation; Atmospheric Composition; Remote Sensing Instruments; Chemical Transport Model; Solar Cycle Influence; Montreal Protocol,"This cluster of papers focuses on the study of stratospheric chemistry, with a particular emphasis on the impacts of ozone depletion, changes in stratospheric water vapor, and the influence of the Brewer-Dobson circulation on climate. It also covers the role of remote sensing instruments and chemical transport models in understanding atmospheric composition and climate impact. The cluster highlights the significance of the Montreal Protocol in protecting the ozone layer and addresses the influence of solar cycle variations on stratospheric chemistry.",https://en.wikipedia.org/wiki/Stratospheric_chemistry
11333,Climate change and permafrost,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,Permafrost; Arctic; Climate Change; Carbon Feedback; Thawing; Methane Emissions; Tundra; Vegetation Change; Hydrology; Ecosystem Response,"This cluster of papers focuses on the dynamics of Arctic permafrost in the context of climate change, including its impact on carbon feedback, methane emissions, vegetation change, and hydrology. The research covers a wide range of topics such as soil organic carbon pools, shrub expansion, tundra biome responses, and the vulnerability of high-latitude soil organic carbon.",https://en.wikipedia.org/wiki/Permafrost#Arctic_permafrost
11371,Wind and Air Flow Studies,2305,Environmental Engineering,23,Environmental Science,3,Physical Sciences,CFD Simulation; Urban Microclimate; Air Quality; Pedestrian Wind Comfort; Turbulent Flow; Building Ventilation; Atmospheric Dispersion; Large-Eddy Simulation; Street Canyon; Boundary Layer,"This cluster of papers focuses on the modeling and simulation of urban wind environments, air quality, and atmospheric dispersion. It covers topics such as CFD simulation, urban microclimate, pedestrian wind comfort, turbulent flow, building ventilation, and boundary layer dynamics.",https://en.wikipedia.org/wiki/Urban_microclimate
11400,Motivation and Self-Concept in Sports,3207,Social Psychology,32,Psychology,2,Social Sciences,Self-Determination Theory; Intrinsic Motivation; Autonomy Support; Psychological Needs; Motivational Climate; Well-Being; Exercise Motivation; Goal Pursuits; Social Development; Teacher Strategies,"This cluster of papers explores the application and implications of Self-Determination Theory in understanding human motivation, well-being, and behavior across various domains such as education, sports, and health. It delves into topics such as intrinsic motivation, autonomy support, psychological needs satisfaction, motivational climate, and the impact on individual and social development.",https://en.wikipedia.org/wiki/Self-determination_theory
11405,Geophysics and Gravity Measurements,1910,Oceanography,19,Earth and Planetary Sciences,3,Physical Sciences,GRACE; sea level rise; groundwater depletion; climate change; satellite measurements; polar ice sheets; hydrological modeling; geodetic measurements; mass variability; land water storage,"This cluster of papers focuses on the global variability and change in sea level, with an emphasis on utilizing GRACE and other satellite measurements to understand factors such as groundwater depletion, polar ice sheet mass loss, and the impact of climate change. The papers also explore the use of hydrological and geodetic modeling to assess land water storage and its contribution to sea level rise.",https://en.wikipedia.org/wiki/Sea_level_rise
11459,Arctic and Antarctic ice dynamics,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,Arctic; Sea Ice; Decline; Variability; Climate Change; Remote Sensing; Ocean Circulation; Freshwater Cycle; Antarctic Comparison; Atmospheric Circulation,"This cluster of papers focuses on the variability and decline of Arctic sea ice, including topics such as climate change impacts, remote sensing techniques, ocean circulation, freshwater cycle, and comparisons with Antarctic sea ice. The research synthesizes historical trends, observational data, and modeling to understand the rapid changes in the Arctic sea ice cover.",https://en.wikipedia.org/wiki/Arctic_sea_ice_decline
11483,Tropical and Extratropical Cyclones Research,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,Tropical Cyclones; Climate Change; Hurricanes; Storm Surge; Global Warming; Intensity; Trends; Sea Level Rise; ENSO; Wind Shear,"This cluster of papers focuses on the relationship between tropical cyclone intensity and climate change, including the impact of global warming, sea level rise, and environmental factors such as ENSO and wind shear. It also examines trends in tropical cyclone activity and the associated storm surge risks.",https://en.wikipedia.org/wiki/Tropical_cyclone
11488,Climate Change Communication and Perception,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Climate Change; Public Perception; Science Communication; Risk Perception; Media Coverage; Policy Preferences; Global Warming; Psychological Responses; Cultural Cognition; Environmental Attitudes,"This cluster of papers explores the perceptions, communication, and societal responses to climate change, including public attitudes, risk perception, media coverage, policy preferences, psychological impacts, and cultural cognition. It delves into the role of affect, imagery, values, and science literacy in shaping public views on global warming and climate change. The cluster also addresses the politicization of climate change, barriers to engagement, and the impact of personal experience on risk perception.",https://en.wikipedia.org/wiki/Climate_change_communication
11524,Advanced Aircraft Design and Technologies,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences,Aviation; Climate Change; Alternative Fuels; Emissions; Aircraft Design; Renewable Jet Fuel; Contrails; Hydrogen Technology; Electric Propulsion; Air Quality,"This cluster of papers explores the intersection of aviation and global climate change, focusing on the impact of aviation emissions, alternative fuels, aircraft design for reduced environmental impact, and technologies such as hydrogen and electric propulsion. It also delves into the effects of contrails, renewable jet fuel production, and the implications for air quality.",https://en.wikipedia.org/wiki/Environmental_impact_of_aviation
11537,Ethics in medical practice,3600,General Health Professions,36,Health Professions,4,Health Sciences,Moral Distress; Ethical Climate; Nurse-Physician Collaboration; Intensive Care Units; Ethics Consultation; Burnout; Autonomy; Healthcare Ethics; Professionalism Dilemmas; Empirical Ethics,"This cluster of papers explores the concept of moral distress in healthcare professionals, particularly focusing on nurses and physicians in intensive care units. It delves into the ethical climate, nurse-physician collaboration, burnout, autonomy, and the role of ethics consultation in addressing moral distress. The papers also discuss the impact of moral distress on job satisfaction, turnover intentions, and professional quality of life.",https://en.wikipedia.org/wiki/Moral_distress
11546,Plant Physiology and Cultivation Studies,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Fruit Trees; Dormancy; Chilling Requirement; Rootstock; Carbohydrate Metabolism; Climate Change; Growth Regulation; Flowering; Orchard Management; Nutrient Uptake,"This cluster of papers explores the physiology, dormancy, chilling requirements, rootstock effects, carbohydrate metabolism, and management practices related to fruit trees. It also discusses the impact of climate change on fruit tree growth and development.",https://en.wikipedia.org/wiki/Fruit_tree_physiology
11594,Tree-ring climate responses,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,Climate Change; Tree Rings; Temperature Variability; Dendrochronology; Global Warming; Historical Climate; Extreme Events; Paleoclimatology; Precipitation Variability; Tree Line Shifts,"This cluster of papers explores the causes and impacts of climate change over the past millennia, focusing on temperature variability, tree ring analysis, historical climate reconstructions, extreme events, and precipitation variability. It encompasses studies on dendrochronology, global warming, and the shifting of tree lines in response to environmental changes.",https://en.wikipedia.org/wiki/Paleoclimatology
11656,Turtle Biology and Conservation,2309,Nature and Landscape Conservation,23,Environmental Science,3,Physical Sciences,Marine Turtles; Conservation; Bycatch; Satellite Tracking; Climate Change; Nesting Habitat; Population Dynamics; Sea-Level Rise; Thermal Conditions; Genetic Structure,"This cluster of papers focuses on the conservation and management of marine turtles worldwide, with an emphasis on understanding the impacts of fisheries bycatch, satellite tracking, climate change, nesting habitat, population dynamics, sea-level rise, thermal conditions, and genetic structure. The research priorities include informing global conservation efforts and addressing the threats faced by marine turtle populations.",https://en.wikipedia.org/wiki/Sea_turtle_conservation
11684,Vibrio bacteria research studies,1310,Endocrinology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,Cholera; Vibrio cholerae; Type VI Secretion System; Bacterial Pathogenesis; Epidemiology; Viable but Non-culturable State; Climate Influence; Bacterial Transmission; Environmental Reservoirs; Global Impact,"This cluster of papers explores the dynamics, pathogenesis, and epidemiology of cholera bacteria, primarily focusing on Vibrio cholerae. It covers topics such as the Type VI Secretion System, viable but non-culturable state, climate influence on disease spread, bacterial transmission, environmental reservoirs, and the global impact of cholera.",https://en.wikipedia.org/wiki/Cholera
11691,Forest Insect Ecology and Management,2303,Ecology,23,Environmental Science,3,Physical Sciences,Forest Pests; Bark Beetles; Invasive Species; Climate Change; Ecosystem Disturbances; Tree Defense Mechanisms; Global Warming; Pathogen Invasions; Economic Impacts; Biological Invasions,"This cluster of papers explores the complex interactions and impacts of forest pest dynamics, focusing on bark beetles, invasive species, climate change, ecosystem disturbances, tree defense mechanisms, and the economic implications of biological invasions. The research delves into the drivers, consequences, and management strategies related to forest pest outbreaks and their effects on forest ecosystems.",https://en.wikipedia.org/wiki/Forest_health
11753,Forest Management and Policy,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences,Forest Carbon Sequestration; Climate Change Impacts; Sustainable Forest Management; Economic Value; Adaptive Management; Biodiversity Conservation; Private Forest Ownership; Carbon Sinks; Timber Production; European Forestry,"This cluster of papers focuses on the impacts of climate change on forest carbon sequestration, sustainable forest management, and the economic value of European forests. It covers topics such as adaptive forest management, biodiversity conservation, private forest ownership, and the role of forests in mitigating climate change through carbon sinks.",https://en.wikipedia.org/wiki/Forest_carbon_sequestration
11755,Transboundary Water Resource Management,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Climate Change; Conflict; Water Resources; Transboundary Water; Security; Drought; Arid Regions; International Cooperation; Environmental Impact; Resource Scarcity,"This cluster of papers explores the complex relationship between climate change, water resources, and conflict, particularly in arid regions. It delves into the impact of environmental degradation, drought, and transboundary water issues on human security and violent conflict. The papers also discuss international cooperation, resource scarcity, and the potential for climate-informed conflicts in the future.",https://en.wikipedia.org/wiki/Climate_change_and_conflict
11760,Plant responses to elevated CO2,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,CO2 Enrichment; Ozone Effects; Plant Growth; Photosynthesis; Stomatal Conductance; Crop Yield; Climate Change; Nitrogen Assimilation; Particulate Pollution; Food Security,"This cluster of papers explores the impacts of elevated carbon dioxide (CO2) and ozone on plant physiology, including effects on photosynthesis, stomatal conductance, crop yield, nitrogen assimilation, and responses to particulate pollution. The research also addresses the implications for food security and the broader effects of climate change on plant responses.",https://en.wikipedia.org/wiki/Effects_of_global_warming_on_plants
11796,Horticultural and Viticultural Research,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Grapevine; Genetics; Climate Change; Wine Quality; Anthocyanins; Water Deficit; Transcriptome Analysis; Viticulture; Terroir; Grape Berry Ripening,"This cluster of papers explores the genetic and environmental factors influencing grapevine cultivation, including the impact of climate change on wine quality, the role of anthocyanins and water deficit in grape development, transcriptome analysis of grape berries, and the concept of terroir in viticulture.",https://en.wikipedia.org/wiki/Vitis_vinifera
11836,Bryophyte Studies and Records,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences,Bryophyte; Phylogeny; Mosses; Liverworts; Hornworts; Cryptic Speciation; Biogeography; Chemical Diversity; Climate Change Indicators; Habitat Fragmentation,"This cluster of papers explores the diversity, evolution, and ecological significance of bryophytes, including mosses, liverworts, and hornworts. It delves into topics such as phylogeny, cryptic speciation, biogeography, chemical diversity, and the role of bryophytes as indicators of climate change and habitat fragmentation.",https://en.wikipedia.org/wiki/Bryophyte
11862,"Agriculture, Land Use, Rural Development",1100,General Agricultural and Biological Sciences,11,Agricultural and Biological Sciences,1,Life Sciences,Agroecology; Food Sovereignty; Land Grabbing; Sustainable Agriculture; Globalization; Smallholder Farmers; Agrarian Change; Political Economy; Climate Change Resilience; Peasant Movements,"This cluster of papers explores the intersection of agroecology, food sovereignty, and global land grabbing, with a focus on sustainable agriculture, smallholder farmers, and the political economy of agrarian change. It delves into the challenges and opportunities presented by globalization, climate change resilience, and the empowerment of peasant movements in shaping the future of food systems.",https://en.wikipedia.org/wiki/Agroecology
11880,Forest ecology and management,2309,Nature and Landscape Conservation,23,Environmental Science,3,Physical Sciences,Allometric Models; Biomass Estimation; Carbon Stocks; Tropical Forests; Tree Allometry; Forest Site Productivity; Aboveground Biomass; Tree Height-Diameter Models; Stand Density; Climate Change Impact,"This cluster of papers focuses on the development and improvement of allometric models for estimating biomass and carbon stocks in tropical forests. It also addresses the challenges and uncertainties associated with forest biomass estimation, including the impact of climate change on forest site productivity and the development of height-diameter models for accurate biomass estimation.",https://en.wikipedia.org/wiki/Forest_biomass
11913,Animal Ecology and Behavior Studies,2303,Ecology,23,Environmental Science,3,Physical Sciences,Invasive Species; Island Ecosystems; Population Dynamics; Rodent Eradication; Mast Seeding; Predator-Prey Interactions; Climate Change Effects; Conservation Biology; Spatial Synchrony; Ecosystem Restoration,"This cluster of papers explores the ecological impact of invasive species, particularly rodents, on island ecosystems. It covers topics such as population dynamics, mast seeding, predator-prey interactions, climate change effects, and the conservation gains from invasive species eradication on islands.",https://en.wikipedia.org/wiki/Introduced_species
11994,Human Resource Development and Performance Evaluation,3202,Applied Psychology,32,Psychology,2,Social Sciences,Training Motivation; Training Transfer; Learning Outcomes; Organizational Learning; Employee Development; Meta-Analysis; Workplace Climate; Performance Improvement; Human Resource Development; Training Effectiveness,"This cluster of papers focuses on the motivation and transfer of training in organizational settings, exploring factors influencing learning outcomes, workplace climate, and performance improvement. It encompasses research on employee development, organizational learning, and the effectiveness of training programs.",https://en.wikipedia.org/wiki/Training_and_development
12019,Calibration and Measurement Techniques,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences,Radiometric Calibration; On-Orbit Performance; Satellite Sensors; Reflective Solar Bands; Calibration Stability; Emissivity Measurements; Thermometry; Absolute Radiometric Calibration; Spectral Irradiance; Climate Monitoring,"This cluster of papers focuses on the radiometric calibration and performance monitoring of satellite sensors, particularly in relation to reflective solar bands and emissivity measurements. It also covers topics such as on-orbit performance, thermometry, and absolute radiometric calibration for climate monitoring purposes.",https://en.wikipedia.org/wiki/Radiometry
12028,Knowledge Management and Sharing,3315,Communication,33,Social Sciences,2,Social Sciences,Knowledge Sharing; Virtual Communities; Social Capital; Organizational Climate; Motivation; Trust; Social Media; Tacit Knowledge; Intrinsic Motivation; Online Collaboration,"This cluster of papers explores the dynamics of knowledge sharing in virtual communities, examining factors such as social capital, organizational climate, motivation, and trust. It delves into the role of social media, tacit knowledge, and intrinsic motivation in facilitating online collaboration and knowledge exchange.",https://en.wikipedia.org/wiki/Knowledge_sharing
12091,Peatlands and Wetlands Ecology,2303,Ecology,23,Environmental Science,3,Physical Sciences,Peatlands; Carbon; Methane Emissions; Wetlands; Climate Change; Microbial Processes; Hydrology; Nitrogen Deposition; Boreal Ecosystems; Ecosystem Resilience,"This cluster of papers explores the dynamics of carbon storage, methane emissions, and microbial processes in peatland ecosystems, with a focus on the impacts of climate change, hydrological factors, and nitrogen deposition. It addresses the role of peatlands in the global carbon cycle, their response to environmental disturbances, and their potential as both carbon sinks and sources. The research also delves into the interactions between wetland vegetation, soil microbial communities, and biogeochemical processes influencing carbon and nitrogen cycling.",https://en.wikipedia.org/wiki/Peatland_carbon_dynamics
12093,Greenhouse Technology and Climate Control,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Plant Architecture; Functional–Structural Plant Modelling; Greenhouse Climate Control; Computational Fluid Dynamics (CFD); Virtual Plants; Solar Energy in Greenhouses; Crop Photosynthesis; L-systems Modeling; Microclimate Simulation; Renewable Energy in Agriculture,"This cluster of papers focuses on the dynamic modeling and simulation of plant architecture, growth, and environmental control in greenhouses. It covers topics such as functional–structural plant modelling, computational fluid dynamics for greenhouse climate control, virtual plants, solar energy utilization in greenhouses, crop photosynthesis, L-systems modeling for plant architecture, microclimate simulation, and the use of renewable energy in agriculture.",https://en.wikipedia.org/wiki/Plant_architecture
12126,Maritime Transport Emissions and Efficiency,2305,Environmental Engineering,23,Environmental Science,3,Physical Sciences,Emissions; Maritime Transportation; Environmental Impact; Shipping; Fuel Consumption; Air Quality; Climate Change; Ship Propulsion; Emission Control Areas; Alternative Fuels,"This cluster of papers focuses on the environmental impact of maritime transportation emissions, including the assessment of emissions from ships, the effects on air quality and climate change, fuel consumption optimization, and the exploration of alternative fuels and propulsion systems. It also addresses the challenges and potential solutions for reducing emissions in port areas and along shipping routes.",https://en.wikipedia.org/wiki/Environmental_impact_of_shipping
12129,Global Energy Security and Policy,2100,General Energy,21,Energy,3,Physical Sciences,Energy Security; Renewable Energy; Geopolitics; Sustainability; Natural Gas; Global Governance; Climate Change; Supply Diversity; Policy Evaluation; Energy Resilience,"This cluster of papers explores the complex and multifaceted topic of energy security, with a focus on the supply, demand, and sustainability of energy resources. It delves into issues such as renewable energy deployment, geopolitical implications, global governance, climate change concerns, supply diversity, policy evaluation, and energy system resilience.",https://en.wikipedia.org/wiki/Energy_security
12178,Bird parasitology and diseases,2405,Parasitology,24,Immunology and Microbiology,1,Life Sciences,Avian Malaria; Haemosporidian Parasites; Bird Hosts; Vector-borne Diseases; Host Specificity; Parasite Diversity; Molecular Phylogeny; Pathogenic Effects; Ectoparasites; Climate Change Impacts,"This cluster of papers focuses on the study of avian malaria parasites, including Haemoproteus and Plasmodium, in bird hosts. It covers topics such as host specificity, vector-borne diseases, parasite diversity, molecular phylogeny, pathogenic effects on bird populations, interactions with ectoparasites, and the impacts of climate change on the prevalence and distribution of avian malaria.",https://en.wikipedia.org/wiki/Avian_malaria
12180,Polar Research and Ecology,2303,Ecology,23,Environmental Science,3,Physical Sciences,Antarctic; microorganisms; biodiversity; permafrost; glaciers; psychrophiles; climate change; ecology; biogeography; extremophiles,"This cluster of papers focuses on the microbial diversity, adaptation, and ecological roles of microorganisms in Antarctic ecosystems, including permafrost, glaciers, and extreme cold environments. It explores the impact of climate change on Antarctic microbiota and the biogeographical distribution of extremophiles. The research covers a wide range of topics such as psychrophilic lifestyles, biodiversity, and the influence of human activities on Antarctic environments.",https://en.wikipedia.org/wiki/Antarctic_microorganism
12213,Marine Ecology and Invasive Species,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences,Marine Invasions; Biodiversity; Mediterranean Sea; Invasive Species; Global Shipping; Climate Change; Biological Invasions; Hull Fouling; Ballast Water Management; Ecosystem Functioning,"This cluster of papers focuses on the impact of marine invasions and biodiversity loss in the Mediterranean Sea, addressing the threats posed by invasive species, global shipping, climate change, and hull fouling. It explores the implications for ecosystem functioning and emphasizes the importance of effective ballast water management.",https://en.wikipedia.org/wiki/Invasive_species_in_the_Mediterranean_Sea
12271,Renewable energy and sustainable power systems,2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences,Renewable Energy Sources; Carbon Capture; Coal-fired Power Plants; Energy Efficiency; Biomass Utilization; Electricity Market Restructuring; Smart Grids; Climate Change Mitigation; Natural Gas Supply; Economic Analysis,"This cluster of papers focuses on the transition towards renewable energy sources, integration of carbon capture technologies in coal-fired power plants, energy efficiency improvements, utilization of biomass, restructuring of electricity markets, implementation of smart grids, and the economic analysis of these energy transition initiatives.",https://en.wikipedia.org/wiki/Energy_transition
12329,Hemiptera Insect Studies,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences,Stink Bug; Halyomorpha halys; Pentatomidae; Invasive Species; Biological Control; Hemiptera; Phylogeny; Pheromones; Climate Change; Integrated Pest Management,"This cluster of papers focuses on the biology, ecology, management, and impact of the invasive stink bug species Halyomorpha halys (Brown Marmorated Stink Bug), including its interactions with native species, use of pheromones for monitoring and control, potential geographic distribution, and responses to climate change. The cluster also covers topics such as biological control, host plant effects, and the development of behaviorally-based management strategies.",https://en.wikipedia.org/wiki/Brown_marmorated_stink_bug
12365,Effects of Environmental Stressors on Livestock,1103,Animal Science and Zoology,11,Agricultural and Biological Sciences,1,Life Sciences,Heat Stress; Livestock Production; Dairy Cattle; Climate Change; Physiological Responses; Metabolic Adaptations; Genetic Component; Thermal Physiology; Environmental Effects; Animal Welfare,"This cluster of papers explores the effects of heat stress on livestock production, with a focus on dairy cattle and other domestic ruminants. It covers topics such as physiological responses, metabolic adaptations, genetic components, and environmental effects. The research also addresses the impact of climate change on animal welfare and productivity in various climatic conditions.",https://en.wikipedia.org/wiki/Heat_stress_in_livestock
12383,Aeolian processes and effects,1904,Earth-Surface Processes,19,Earth and Planetary Sciences,3,Physical Sciences,Aeolian Processes; Wind Erosion; Sand Dunes; Dune Dynamics; Vegetation Cover; Climate Change; Sediment Transport; Desertification; Coastal Dunes; Dust Emission,"This cluster of papers explores the dynamics of aeolian processes, including wind erosion, sand dune formation and mobility, the impact of vegetation cover, and the influence of climate change on desert landscapes. It also delves into the interactions between aeolian and fluvial systems, dust emission, and the geomorphological effects of windbreaks.",https://en.wikipedia.org/wiki/Aeolian_processes
12431,Sugarcane Cultivation and Processing,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Sugarcane; Genomics; Polyploid; Genetic Mapping; Water Stress; Sucrose Content; Bioenergy Production; Drought Tolerance; Biomass Accumulation; Climate Change Impact,"This cluster of papers covers a wide range of genetic and agricultural studies related to sugarcane, including genomics, genetic mapping, water stress response, sucrose content regulation, bioenergy production, drought tolerance, biomass accumulation, and the impact of climate change on sugarcane production.",https://en.wikipedia.org/wiki/Sugarcane
12432,Arctic and Russian Policy Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Arctic; Shipping; Governance; Northern Sea Route; Oil and Gas; Climate Change; International Relations; Sustainability; Maritime Transport; Geopolitics,"This cluster of papers focuses on the economic, environmental, and geopolitical aspects of Arctic shipping, including the potential viability of the Northern Sea Route, governance challenges, climate change impacts, and the exploration of oil and gas resources. It also addresses international relations, sustainability, and maritime transport in the Arctic region.",https://en.wikipedia.org/wiki/Arctic_shipping
12457,Ecocriticism and Environmental Literature,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences,Climate Change; Literature; Ecocriticism; Postcolonialism; Environmental Humanities; Anthropocene; Global Warming; Environmental Justice; Fossil Fuels; Ecofeminism,"This cluster of papers explores the intersection of climate change, literature, and criticism, with a focus on ecocriticism, postcolonialism, and the Anthropocene. It delves into the representation of environmental issues in literature, the impact of climate change on societies, and the role of humanities in addressing environmental challenges.",https://en.wikipedia.org/wiki/Climate_change_and_literature
12467,Rangeland Management and Livestock Ecology,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences,Rangeland Degradation; Pastoralists; Livelihoods; Ecological Knowledge; Climate Change; Sustainability; Land Management; Grassland; Herders; Adaptation,"This cluster of papers explores the impact of rangeland degradation on pastoral livelihoods, focusing on the causes, consequences, and management strategies. It delves into topics such as the role of ecological knowledge, climate change adaptation, sustainable land management, and the implications for the sustainability of pastoral communities.",https://en.wikipedia.org/wiki/Rangeland_degradation
12531,Values and Moral Education,3304,Education,33,Social Sciences,2,Social Sciences,Values Education; Moral Development; Teacher Training; Citizenship Education; Character Building; Qualitative Research; Curriculum Implementation; Student Behavior; Literature-based Program; School Climate,"This cluster of papers focuses on character education in schools, teacher training, and curriculum implementation. It explores topics such as values education, moral development, citizenship education, and the impact of character education on student behavior and school climate.",https://en.wikipedia.org/wiki/Character_education
12614,Indigenous Studies and Ecology,3600,General Health Professions,36,Health Professions,4,Health Sciences,Arctic Indigenous Peoples; climate change; traditional knowledge; food security; nutrition transition; community-based monitoring; vulnerability; Inuit; Sami; ecological knowledge,"This cluster of papers explores the health, well-being, and resilience of Arctic Indigenous Peoples, focusing on the impacts of climate change, traditional ecological knowledge, food security, and the nutrition transition. It highlights the vulnerability of communities such as the Inuit and Sami to environmental and social changes, and the importance of integrating traditional knowledge with scientific research for effective adaptation strategies.",https://en.wikipedia.org/wiki/Indigenous_peoples_of_the_Arctic
12615,Climate Change and Geoengineering,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences,Geoengineering; Climate Change; Ethics; Solar Radiation Management; Stratospheric Aerosols; Global Governance; Climate Justice; Public Perception; Environmental Ethics; Policy Dilemma,"This cluster of papers focuses on the ethical, governance, and environmental implications of geoengineering as a potential solution to climate change. It explores topics such as solar radiation management, stratospheric aerosol injections, climate justice, public perception, and the ethical dilemmas associated with implementing large-scale engineering interventions to mitigate global warming.",https://en.wikipedia.org/wiki/Climate_engineering
12618,Botany and Plant Ecology Studies,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,Vascular Plants; Conservation; Flora; Vegetation; Biodiversity; Climate Change; Ecology; Habitat; Invasive Species; Phytogeography,"This cluster of papers covers a wide range of topics related to the diversity, distribution, and conservation of vascular plants in Central Europe. It includes studies on flora, vegetation types, climate change impacts, biodiversity hotspots, invasive species, and the ecological significance of different habitats. The research also addresses the effects of human activities on plant communities and the potential strategies for their conservation.",https://en.wikipedia.org/wiki/Flora_of_Central_Europe
12630,African Botany and Ecology Studies,1107,Forestry,11,Agricultural and Biological Sciences,1,Life Sciences,Agroforestry; Tree Domestication; Indigenous Fruits; Nutritional Value; Sustainable Agriculture; Smallholder Farmers; Climate Resilience; Rural Livelihoods; Traditional Fermentation; Biodiversity Conservation,"This cluster of papers focuses on the domestication and utilization of indigenous agroforestry trees in Africa, particularly emphasizing their nutritional value, sustainable agriculture practices, and their role in supporting rural livelihoods. The papers cover topics such as tree domestication, traditional fermentation techniques, climate resilience, and the conservation of biodiversity.",https://en.wikipedia.org/wiki/Agroforestry
12639,Global Energy and Sustainability Research,2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences,EROI; Fossil Fuels; Renewable Energy; Peak Oil; Sustainability; Energy Return on Investment; Global Energy; Oil Production; Climate Change; Energy Transition,"This cluster of papers explores the global energy transition, fossil fuel depletion, and the implications for society. It covers topics such as EROI, peak oil, renewable energy potential, and the role of energy in economic growth. The papers also discuss the challenges and opportunities associated with transitioning to sustainable energy sources amidst concerns about climate change and resource constraints.",https://en.wikipedia.org/wiki/Peak_oil
12641,Historical and socio-economic studies of Spain and related regions,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Economic Development; Agriculture; Water Management; Climate Change; Rural Society; Historical Evolution; Resource Utilization; Industrialization; Sustainability; Demographic Trends,"This cluster of papers explores the economic development, environmental management, and societal changes in Spain from the 19th to the 20th century. It covers topics such as agriculture, water management, climate change, industrialization, and demographic trends, providing insights into the historical evolution and challenges of resource utilization and sustainability in Spain.",https://en.wikipedia.org/wiki/Economic_history_of_Spain
12656,"Climate Change, Adaptation, Migration",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,Climate Change; Migration; Environmental Refugees; Adaptation; Sea-Level Rise; Natural Disasters; Rural-Urban Migration; Resettlement; Vulnerability; Small Island Developing States,"This cluster of papers explores the impact of climate change on human migration, focusing on topics such as environmental refugees, sea-level rise, natural disasters, rural-urban migration, and resettlement. It investigates the vulnerabilities and adaptation strategies in the context of small island developing states and emphasizes the link between climate change and migration patterns.",https://en.wikipedia.org/wiki/Climate_change_and_migration
12667,Economic and Technological Developments in Russia,3303,Development,33,Social Sciences,2,Social Sciences,Economic Development; Innovation; Climate Change; Global Economy; Russian Economy; Digital Transformation; Sustainable Development; Knowledge Clusters; Regional Development; Macroeconomic Assessment,"This cluster of papers covers a wide range of topics related to economic development, innovation, climate change, global economy, digital transformation, sustainable development, knowledge clusters, regional development, and macroeconomic assessment. The focus is on understanding and addressing the challenges and opportunities in the global economic landscape, with specific emphasis on the socio-economic development and policies in Russia.",https://en.wikipedia.org/wiki/Economic_development
12710,Engineering and Agricultural Innovations,1104,Aquatic Science,11,Agricultural and Biological Sciences,1,Life Sciences,Irrigation; Water Efficiency; Hydraulic Parameters; Renewable Energy; Soil Salinity Assessment; Crop Monitoring; Energy Consumption; Sedimentation Reservoirs; GIS and RS Applications; Climate Change Impact,"This cluster of papers focuses on water resource management, irrigation techniques, renewable energy applications, soil salinity assessment, crop monitoring, and the impact of climate change on agricultural practices. It also addresses energy consumption in agricultural and industrial sectors, as well as the use of GIS and remote sensing technologies for water and land management.",https://en.wikipedia.org/wiki/Water_resource_management
